,R_INH,S_INH,R_EMB,S_EMB,R_RIF,S_RIF,R_PZA,S_PZA,R_Multi,S_Multi
2449,None,ERR2515062,None,ERR2514479,None,ERR2513665,None,ERR2514193,None,ERR2514521
2450,None,ERR2514352,None,ERR2514301,None,ERR2513817,None,ERR2513356,None,ERR2515070
2451,None,ERR2515022,None,ERR2514256,None,ERR2515007,None,ERR2513210,None,ERR2513764
2452,None,ERR2515077,None,ERR2514660,None,ERR2514491,None,ERR2512536,None,ERR2514351
2453,None,ERR2513501,None,ERR2513291,None,ERR2514427,None,ERR2513177,None,ERR2513762
2454,None,ERR2512825,None,ERR2513953,None,ERR2514274,None,ERR2513233,None,ERR2512773
2455,None,ERR2513737,None,ERR2514038,None,ERR2513248,None,ERR2512572,None,ERR2199833
2456,None,ERR2514727,None,ERR2512770,None,ERR2514084,None,ERR2513223,None,ERR2199835
2457,None,ERR2512689,None,ERR2513665,None,ERR2514806,None,ERR2514722,None,ERR2199838
2458,None,ERR2513621,None,ERR2513817,None,ERR2513563,None,ERR2512523,None,ERR2199839
2459,None,ERR2512592,None,ERR2515007,None,ERR2512436,None,ERR2514592,None,ERR2199840
2460,None,ERR2513897,None,ERR2514491,None,ERR2512460,None,ERR2513755,None,ERR2199846
2461,None,ERR2512804,None,ERR2514427,None,ERR2512503,None,ERR2512528,None,ERR2199848
2462,None,ERR2514011,None,ERR2514274,None,ERR2514714,None,ERR2515001,None,ERR2199849
2463,None,ERR2513686,None,ERR2513248,None,ERR2513592,None,ERR2513718,None,ERR2199850
2464,None,ERR2512429,None,ERR2514084,None,ERR2515041,None,ERR2514073,None,ERR2199851
2465,None,ERR2513262,None,ERR2514806,None,ERR2513795,None,ERR2512797,None,ERR2199852
2466,None,ERR2513098,None,ERR2513563,None,ERR2514703,None,ERR2514907,None,ERR2199857
2467,None,ERR2514002,None,ERR2512436,None,ERR2513061,None,ERR2514558,None,ERR2199858
2468,None,ERR2512677,None,ERR2512460,None,ERR2512442,None,ERR2513258,None,ERR2199860
2469,None,ERR2514315,None,ERR2512503,None,ERR2514772,None,ERR2513328,None,ERR2199861
2470,None,ERR2513611,None,ERR2514714,None,ERR2514891,None,ERR2513251,None,ERR2199864
2471,None,ERR2512615,None,ERR2513592,None,ERR2513257,None,ERR2513619,None,ERR2199865
2472,None,ERR2512767,None,ERR2515041,None,ERR2515079,None,ERR2513773,None,ERR2199868
2473,None,ERR2512733,None,ERR2513795,None,ERR2513063,None,ERR2514540,None,ERR2199871
2474,None,ERR2514813,None,ERR2514703,None,ERR2513447,None,ERR2514977,None,ERR2199874
2475,None,ERR2513902,None,ERR2513061,None,ERR2513415,None,ERR2512737,None,ERR2199875
2476,None,ERR2514665,None,ERR2512442,None,ERR2514475,None,ERR2515087,None,ERR2199879
2477,None,ERR2514485,None,ERR2514772,None,ERR2514926,None,ERR2513748,None,ERR2199887
2478,None,ERR2513168,None,ERR2514891,None,ERR2512660,None,ERR2514717,None,ERR2199888
2479,None,ERR2514973,None,ERR2513257,None,ERR2512855,None,ERR2514409,None,ERR2199889
2480,None,ERR2512880,None,ERR2515079,None,ERR2513766,None,ERR2513500,None,ERR2199890
2481,None,ERR2513334,None,ERR2513063,None,ERR2513054,None,ERR2514750,None,ERR2199891
2482,None,ERR2514852,None,ERR2513447,None,ERR2514075,None,ERR2512947,None,ERR2199892
2483,None,ERR2514673,None,ERR2513415,None,ERR2514864,None,ERR2514823,None,ERR2199894
2484,None,ERR2515089,None,ERR2514475,None,ERR2514090,None,ERR2513204,None,ERR2199895
2485,None,ERR2513181,None,ERR2514926,None,ERR2512598,None,ERR2512960,None,ERR2199896
2486,None,ERR2514655,None,ERR2512660,None,ERR2514017,None,ERR2512817,None,ERR2199898
2487,None,ERR2512864,None,ERR2512855,None,ERR2513801,None,ERR2513383,None,ERR2199903
2488,None,ERR2514215,None,ERR2513766,None,ERR2514837,None,ERR2513448,None,ERR2199904
2489,None,ERR2514794,None,ERR2513054,None,ERR2512934,None,ERR2513955,None,ERR2199905
2490,None,ERR2514161,None,ERR2514864,None,ERR2515013,None,ERR2513237,None,ERR2199906
2491,None,ERR2513491,None,ERR2514090,None,ERR2512624,None,ERR2514862,None,ERR2199909
2492,None,ERR2513144,None,ERR2512598,None,ERR2512904,None,ERR2512716,None,ERR2199912
2493,None,ERR2514261,None,ERR2514017,None,ERR2514137,None,ERR2514328,None,ERR2199913
2494,None,ERR2513670,None,ERR2513801,None,ERR2513969,None,ERR2512604,None,ERR2199915
2495,None,ERR2513628,None,ERR2514837,None,ERR2514899,None,ERR2514291,None,ERR2199916
2496,None,ERR2514442,None,ERR2512934,None,ERR2514866,None,ERR2513546,None,ERR2199917
2497,None,ERR2513875,None,ERR2515013,None,ERR2513758,None,ERR2515039,None,ERR2199918
2498,None,ERR2514325,None,ERR2512624,None,ERR2513912,None,ERR2513900,None,ERR2199919
2499,None,ERR2513542,None,ERR2512904,None,ERR2514124,None,ERR2512900,None,ERR2199948
2500,None,ERR2513018,None,ERR2513969,None,ERR2512422,None,ERR2513004,None,ERR2199957
2501,None,ERR2513664,None,ERR2514899,None,ERR2513438,None,ERR2513903,None,ERR2199958
2502,None,ERR2513925,None,ERR2514866,None,ERR2514689,None,ERR2514836,None,ERR2199961
2503,None,ERR2512526,None,ERR2513758,None,ERR2513483,None,ERR2514138,None,ERR2199962
2504,None,ERR2513700,None,ERR2513912,None,ERR2514125,None,ERR2513709,None,ERR2199963
2505,None,ERR2512743,None,ERR2514124,None,ERR2513417,None,ERR2512416,None,ERR2199964
2506,None,ERR2513497,None,ERR2512422,None,ERR2514954,None,ERR2514555,None,ERR2199965
2507,None,ERR2512699,None,ERR2513438,None,ERR2512524,None,ERR2512783,None,ERR2199966
2508,None,ERR2513738,None,ERR2514689,None,ERR2513431,None,ERR2514617,None,ERR2199967
2509,None,ERR2514953,None,ERR2513483,None,ERR2513397,None,ERR2513187,None,ERR2199974
2510,None,ERR2513217,None,ERR2514125,None,ERR2512994,None,ERR2512911,None,ERR2199978
2511,None,ERR2512741,None,ERR2513417,None,ERR2514748,None,ERR2514858,None,ERR2199980
2512,None,ERR2513140,None,ERR2514954,None,ERR2514193,None,ERR2513149,None,ERR2199983
2513,None,ERR2514030,None,ERR2512524,None,ERR2513356,None,ERR2515062,None,ERR2199986
2514,None,ERR2513509,None,ERR2513431,None,ERR2514733,None,ERR2515022,None,ERR2199987
2515,None,ERR2514638,None,ERR2513397,None,ERR2513210,None,ERR2515077,None,ERR2200003
2516,None,ERR2513948,None,ERR2512994,None,ERR2512536,None,ERR2513501,None,ERR2200012
2517,None,ERR2512601,None,ERR2514748,None,ERR2513177,None,ERR2512825,None,ERR2200016
2518,None,ERR2512987,None,ERR2514193,None,ERR2513233,None,ERR2513737,None,ERR2200028
2519,None,ERR2512557,None,ERR2513356,None,ERR2512572,None,ERR2514727,None,ERR2200029
2520,None,ERR2512970,None,ERR2514733,None,ERR2513223,None,ERR2512689,None,ERR2200036
2521,None,ERR2513658,None,ERR2513210,None,ERR2514722,None,ERR2513621,None,ERR2200041
2522,None,ERR2514705,None,ERR2512536,None,ERR2512523,None,ERR2512592,None,ERR2200042
2523,None,ERR2514803,None,ERR2513177,None,ERR2514592,None,ERR2513897,None,ERR2200050
2524,None,ERR2514702,None,ERR2513233,None,ERR2513755,None,ERR2513067,None,ERR2200054
2525,None,ERR2513632,None,ERR2512572,None,ERR2512528,None,ERR2512804,None,ERR2200055
2526,None,ERR2513101,None,ERR2513223,None,ERR2515001,None,ERR2514011,None,ERR2200056
2527,None,ERR2514018,None,ERR2514722,None,ERR2513718,None,ERR2513686,None,ERR2200057
2528,None,ERR2514390,None,ERR2512523,None,ERR2512725,None,ERR2512429,None,ERR2200059
2529,None,ERR2514083,None,ERR2514592,None,ERR2514073,None,ERR2513098,None,ERR2200062
2530,None,ERR2515017,None,ERR2513755,None,ERR2512797,None,ERR2514002,None,ERR2200063
2531,None,ERR2513561,None,ERR2512528,None,ERR2514907,None,ERR2512677,None,ERR2200073
2532,None,ERR2513617,None,ERR2515001,None,ERR2514962,None,ERR2514315,None,ERR2200081
2533,None,ERR2512453,None,ERR2513718,None,ERR2514558,None,ERR2513611,None,ERR2200082
2534,None,ERR2514415,None,ERR2512725,None,ERR2513258,None,ERR2512615,None,ERR2200085
2535,None,ERR2514316,None,ERR2514073,None,ERR2513328,None,ERR2512733,None,ERR2200089
2536,None,ERR2514250,None,ERR2512797,None,ERR2512642,None,ERR2514813,None,ERR2200090
2537,None,ERR2512698,None,ERR2514907,None,ERR2513251,None,ERR2513672,None,ERR2200091
2538,None,ERR2512892,None,ERR2514962,None,ERR2513619,None,ERR2513902,None,ERR2200097
2539,None,ERR2514446,None,ERR2514558,None,ERR2513773,None,ERR2514665,None,ERR2200100
2540,None,ERR2513231,None,ERR2513258,None,ERR2514540,None,ERR2513043,None,ERR2200102
2541,None,ERR2514832,None,ERR2513328,None,ERR2514977,None,ERR2514485,None,ERR2200104
2542,None,ERR2514218,None,ERR2512642,None,ERR2512737,None,ERR2514760,None,ERR2200106
2543,None,ERR2513317,None,ERR2513251,None,ERR2513748,None,ERR2514503,None,ERR2200107
2544,None,ERR2513109,None,ERR2513619,None,ERR2514717,None,ERR2513168,None,ERR2200108
2545,None,ERR2513117,None,ERR2513773,None,ERR2514409,None,ERR2514973,None,ERR2200109
2546,None,ERR2514628,None,ERR2514540,None,ERR2513500,None,ERR2512880,None,ERR2200110
2547,None,ERR2513255,None,ERR2514977,None,ERR2514750,None,ERR2513334,None,ERR2200111
2548,None,ERR2514270,None,ERR2512737,None,ERR2512732,None,ERR2514200,None,ERR2200112
2549,None,ERR2513361,None,ERR2513748,None,ERR2512947,None,ERR2514852,None,ERR2200113
2550,None,ERR2512549,None,ERR2514717,None,ERR2514823,None,ERR2514673,None,ERR2200114
2551,None,ERR2512556,None,ERR2514409,None,ERR2513204,None,ERR2514178,None,ERR2200116
2552,None,ERR2514513,None,ERR2513500,None,ERR2512960,None,ERR2515089,None,ERR2200120
2553,None,ERR2513790,None,ERR2514750,None,ERR2513071,None,ERR2514655,None,ERR2200121
2554,None,ERR2513078,None,ERR2512732,None,ERR2514022,None,ERR2512864,None,ERR2200123
2555,None,ERR2512568,None,ERR2512947,None,ERR2512817,None,ERR2514215,None,ERR2200124
2556,None,ERR2512756,None,ERR2514823,None,ERR2513383,None,ERR2514794,None,ERR2200125
2557,None,ERR2513565,None,ERR2513204,None,ERR2513641,None,ERR2514161,None,ERR2200126
2558,None,ERR2513861,None,ERR2512960,None,ERR2513448,None,ERR2513491,None,ERR2200127
2559,None,ERR2512943,None,ERR2513071,None,ERR2513955,None,ERR2513144,None,ERR2200130
2560,None,ERR2512546,None,ERR2514022,None,ERR2513237,None,ERR2514261,None,ERR2200131
2561,None,ERR2513661,None,ERR2512817,None,ERR2514862,None,ERR2513670,None,ERR2200132
2562,None,ERR2512485,None,ERR2513383,None,ERR2512716,None,ERR2513628,None,ERR2200133
2563,None,ERR2514146,None,ERR2513641,None,ERR2514328,None,ERR2514442,None,ERR2200134
2564,None,ERR2513264,None,ERR2513448,None,ERR2512604,None,ERR2514106,None,ERR2200140
2565,None,ERR2514995,None,ERR2513955,None,ERR2514291,None,ERR2514535,None,ERR2200141
2566,None,ERR2512434,None,ERR2513237,None,ERR2513546,None,ERR2513875,None,ERR2200144
2567,None,ERR2514706,None,ERR2514862,None,ERR2515039,None,ERR2514325,None,ERR2200145
2568,None,ERR2513911,None,ERR2512716,None,ERR2513900,None,ERR2513542,None,ERR2200149
2569,None,ERR2512621,None,ERR2514328,None,ERR2512900,None,ERR2513018,None,ERR2516053
2570,None,ERR2513708,None,ERR2512604,None,ERR2513004,None,ERR2513664,None,ERR2515930
2571,None,ERR2513420,None,ERR2514291,None,ERR2513903,None,ERR2513925,None,ERR2515940
2572,None,ERR2513657,None,ERR2513546,None,ERR2514836,None,ERR2512526,None,ERR2515330
2573,None,ERR2513275,None,ERR2515039,None,ERR2514138,None,ERR2513700,None,ERR2515219
2574,None,ERR2513006,None,ERR2513900,None,ERR2513709,None,ERR2512743,None,ERR2515272
2575,None,ERR2513512,None,ERR2512900,None,ERR2512416,None,ERR2513497,None,ERR2515795
2576,None,ERR2514308,None,ERR2513004,None,ERR2514555,None,ERR2512699,None,ERR2515229
2577,None,ERR2514525,None,ERR2513903,None,ERR2512783,None,ERR2513738,None,ERR2515888
2578,None,ERR2513750,None,ERR2514836,None,ERR2514617,None,ERR2514953,None,ERR2515534
2579,None,ERR2514068,None,ERR2514138,None,ERR2513187,None,ERR2513217,None,ERR2515490
2580,None,ERR2512850,None,ERR2513709,None,ERR2512911,None,ERR2512741,None,ERR2515771
2581,None,ERR2514857,None,ERR2512416,None,ERR2514858,None,ERR2513140,None,ERR2515524
2582,None,ERR2513296,None,ERR2514555,None,ERR2513149,None,ERR2513605,None,ERR2515855
2583,None,ERR2513536,None,ERR2512783,None,ERR2515062,None,ERR2514030,None,ERR2515935
2584,None,ERR2514599,None,ERR2514617,None,ERR2514352,None,ERR2512812,None,ERR2515848
2585,None,ERR2514771,None,ERR2513187,None,ERR2515022,None,ERR2514638,None,ERR2515556
2586,None,ERR2513473,None,ERR2512911,None,ERR2515077,None,ERR2513948,None,ERR2516054
2587,None,ERR2514723,None,ERR2514858,None,ERR2513501,None,ERR2512987,None,ERR2515757
2588,None,ERR2514579,None,ERR2513149,None,ERR2512825,None,ERR2512557,None,ERR2515657
2589,None,ERR2513124,None,ERR2515062,None,ERR2513737,None,ERR2512970,None,ERR2515631
2590,None,ERR2514460,None,ERR2514352,None,ERR2514727,None,ERR2514705,None,ERR2515941
2591,None,ERR2513977,None,ERR2515022,None,ERR2512689,None,ERR2514803,None,ERR2515146
2592,None,ERR2513794,None,ERR2515077,None,ERR2513621,None,ERR2514702,None,ERR2515942
2593,None,ERR2512842,None,ERR2513501,None,ERR2512592,None,ERR2513632,None,ERR2515401
2594,None,ERR2514108,None,ERR2512825,None,ERR2513897,None,ERR2513101,None,ERR2515170
2595,None,ERR2514521,None,ERR2513737,None,ERR2512804,None,ERR2513165,None,ERR2516046
2596,None,ERR2514514,None,ERR2514727,None,ERR2514011,None,ERR2514018,None,ERR2515364
2597,None,ERR2515070,None,ERR2512689,None,ERR2513686,None,ERR2514083,None,ERR2515925
2598,None,ERR2513764,None,ERR2513621,None,ERR2512429,None,ERR2515017,None,ERR2515581
2599,None,ERR2514351,None,ERR2512592,None,ERR2513262,None,ERR2513561,None,ERR2515765
2600,None,ERR2513959,None,ERR2513897,None,ERR2513098,None,ERR2513617,None,ERR2515716
2601,None,ERR2513762,None,ERR2512804,None,ERR2514002,None,ERR2512453,None,ERR2515955
2602,None,ERR2512773,None,ERR2514011,None,ERR2512677,None,ERR2514415,None,ERR2515334
2603,None,ERR2512941,None,ERR2513686,None,ERR2514315,None,ERR2514316,None,ERR2515604
2604,None,ERR2199833,None,ERR2512429,None,ERR2513611,None,ERR2514250,None,ERR2515944
2605,None,ERR2199834,None,ERR2513262,None,ERR2512615,None,ERR2512698,None,ERR2515886
2606,None,ERR2199835,None,ERR2513098,None,ERR2512767,None,ERR2512892,None,ERR2515477
2607,None,ERR2199838,None,ERR2514002,None,ERR2512733,None,ERR2514446,None,ERR2515741
2608,None,ERR2199839,None,ERR2512677,None,ERR2514813,None,ERR2513231,None,ERR2515416
2609,None,ERR2199840,None,ERR2514315,None,ERR2513672,None,ERR2514218,None,ERR2515177
2610,None,ERR2199842,None,ERR2513611,None,ERR2513902,None,ERR2513317,None,ERR2516072
2611,None,ERR2199846,None,ERR2512615,None,ERR2514665,None,ERR2513109,None,ERR2515649
2612,None,ERR2199847,None,ERR2512767,None,ERR2514485,None,ERR2513117,None,ERR2515607
2613,None,ERR2199848,None,ERR2512733,None,ERR2513168,None,ERR2514628,None,ERR2515678
2614,None,ERR2199849,None,ERR2514813,None,ERR2514973,None,ERR2513255,None,ERR2516083
2615,None,ERR2199850,None,ERR2513672,None,ERR2512880,None,ERR2514270,None,ERR2515830
2616,None,ERR2199851,None,ERR2513902,None,ERR2513334,None,ERR2513179,None,ERR2515939
2617,None,ERR2199852,None,ERR2514665,None,ERR2514200,None,ERR2513361,None,ERR2515630
2618,None,ERR2199857,None,ERR2514485,None,ERR2514852,None,ERR2512556,None,ERR2515216
2619,None,ERR2199858,None,ERR2513160,None,ERR2514673,None,ERR2514513,None,ERR2515418
2620,None,ERR2199860,None,ERR2513168,None,ERR2515089,None,ERR2513790,None,ERR2515762
2621,None,ERR2199861,None,ERR2514973,None,ERR2513181,None,ERR2513078,None,ERR2515695
2622,None,ERR2199864,None,ERR2512880,None,ERR2514655,None,ERR2513011,None,ERR2515586
2623,None,ERR2199865,None,ERR2513334,None,ERR2512864,None,ERR2512568,None,ERR2515484
2624,None,ERR2199868,None,ERR2514200,None,ERR2514215,None,ERR2512756,None,ERR2515807
2625,None,ERR2199871,None,ERR2514852,None,ERR2514794,None,ERR2513861,None,ERR2515269
2626,None,ERR2199874,None,ERR2514673,None,ERR2514161,None,ERR2512943,None,ERR2515800
2627,None,ERR2199875,None,ERR2515089,None,ERR2513491,None,ERR2512546,None,ERR2515452
2628,None,ERR2199879,None,ERR2513181,None,ERR2513144,None,ERR2513661,None,ERR2515374
2629,None,ERR2199887,None,ERR2514655,None,ERR2514261,None,ERR2512485,None,ERR2515321
2630,None,ERR2199888,None,ERR2512864,None,ERR2513670,None,ERR2514146,None,ERR2515896
2631,None,ERR2199889,None,ERR2514215,None,ERR2513628,None,ERR2513264,None,ERR2515675
2632,None,ERR2199890,None,ERR2514794,None,ERR2514442,None,ERR2513964,None,ERR2515998
2633,None,ERR2199891,None,ERR2514161,None,ERR2514106,None,ERR2514995,None,ERR2515644
2634,None,ERR2199892,None,ERR2513491,None,ERR2514535,None,ERR2512434,None,ERR2515619
2635,None,ERR2199894,None,ERR2513144,None,ERR2513875,None,ERR2514706,None,ERR2515959
2636,None,ERR2199895,None,ERR2514261,None,ERR2514325,None,ERR2513911,None,ERR2515721
2637,None,ERR2199896,None,ERR2513670,None,ERR2513542,None,ERR2512621,None,ERR2515766
2638,None,ERR2199898,None,ERR2513628,None,ERR2513018,None,ERR2513708,None,ERR2515328
2639,None,ERR2199903,None,ERR2514442,None,ERR2513664,None,ERR2514488,None,ERR2515460
2640,None,ERR2199904,None,ERR2514535,None,ERR2513925,None,ERR2513420,None,ERR2515788
2641,None,ERR2199905,None,ERR2513875,None,ERR2512526,None,ERR2513657,None,ERR2515923
2642,None,ERR2199906,None,ERR2514325,None,ERR2513700,None,ERR2513275,None,ERR2515863
2643,None,ERR2199909,None,ERR2513542,None,ERR2512743,None,ERR2513006,None,ERR2515927
2644,None,ERR2199912,None,ERR2513018,None,ERR2513497,None,ERR2513512,None,ERR2515282
2645,None,ERR2199913,None,ERR2513664,None,ERR2512699,None,ERR2514308,None,ERR2515406
2646,None,ERR2199915,None,ERR2513925,None,ERR2513738,None,ERR2512883,None,ERR2515887
2647,None,ERR2199916,None,ERR2512526,None,ERR2514953,None,ERR2514525,None,ERR2515145
2648,None,ERR2199917,None,ERR2513700,None,ERR2513217,None,ERR2514068,None,ERR2516098
2649,None,ERR2199918,None,ERR2512743,None,ERR2512741,None,ERR2512850,None,ERR2515179
2650,None,ERR2199919,None,ERR2513497,None,ERR2513140,None,ERR2514857,None,ERR2515548
2651,None,ERR2199920,None,ERR2512699,None,ERR2514030,None,ERR2513296,None,ERR2515694
2652,None,ERR2199921,None,ERR2513738,None,ERR2512812,None,ERR2513536,None,ERR2515921
2653,None,ERR2199922,None,ERR2514953,None,ERR2514638,None,ERR2514695,None,ERR2515753
2654,None,ERR2199923,None,ERR2513217,None,ERR2513948,None,ERR2514771,None,ERR2515799
2655,None,ERR2199924,None,ERR2512741,None,ERR2512601,None,ERR2513473,None,ERR2515922
2656,None,ERR2199925,None,ERR2513140,None,ERR2512987,None,ERR2514723,None,ERR2516009
2657,None,ERR2199926,None,ERR2514030,None,ERR2512557,None,ERR2514579,None,ERR2515549
2658,None,ERR2199927,None,ERR2513509,None,ERR2512970,None,ERR2513124,None,ERR2515947
2659,None,ERR2199928,None,ERR2512812,None,ERR2513658,None,ERR2514460,None,ERR2515495
2660,None,ERR2199929,None,ERR2514638,None,ERR2514705,None,ERR2513009,None,ERR2515281
2661,None,ERR2199930,None,ERR2513948,None,ERR2514803,None,ERR2513977,None,ERR2515760
2662,None,ERR2199931,None,ERR2512601,None,ERR2514702,None,ERR2513662,None,ERR2515850
2663,None,ERR2199932,None,ERR2512987,None,ERR2513632,None,ERR2512842,None,ERR2516033
2664,None,ERR2199933,None,ERR2512557,None,ERR2513101,None,ERR2514108,None,ERR2515234
2665,None,ERR2199934,None,ERR2512970,None,ERR2513165,None,ERR2514521,None,ERR2515398
2666,None,ERR2199935,None,ERR2513658,None,ERR2514018,None,ERR2514679,None,ERR2515239
2667,None,ERR2199936,None,ERR2514705,None,ERR2514390,None,ERR2514981,None,ERR2515150
2668,None,ERR2199937,None,ERR2514803,None,ERR2514083,None,ERR2515070,None,ERR2515557
2669,None,ERR2199938,None,ERR2514702,None,ERR2515017,None,ERR2513764,None,ERR2515285
2670,None,ERR2199939,None,ERR2513632,None,ERR2513561,None,ERR2514351,None,ERR2515531
2671,None,ERR2199940,None,ERR2513101,None,ERR2513617,None,ERR2513735,None,ERR2515876
2672,None,ERR2199941,None,ERR2514018,None,ERR2512453,None,ERR2513762,None,ERR2515892
2673,None,ERR2199942,None,ERR2514390,None,ERR2514415,None,ERR2512773,None,ERR2516093
2674,None,ERR2199943,None,ERR2514083,None,ERR2514316,None,ERR2199833,None,ERR2515824
2675,None,ERR2199944,None,ERR2515017,None,ERR2514250,None,ERR2199835,None,ERR2515601
2676,None,ERR2199945,None,ERR2513561,None,ERR2512698,None,ERR2199838,None,ERR2515472
2677,None,ERR2199946,None,ERR2513617,None,ERR2512892,None,ERR2199839,None,ERR2516092
2678,None,ERR2199947,None,ERR2512453,None,ERR2514446,None,ERR2199840,None,ERR2515203
2679,None,ERR2199948,None,ERR2514415,None,ERR2513231,None,ERR2199841,None,ERR2515750
2680,None,ERR2199949,None,ERR2514316,None,ERR2514832,None,ERR2199846,None,ERR2515987
2681,None,ERR2199950,None,ERR2514250,None,ERR2514218,None,ERR2199847,None,ERR2515994
2682,None,ERR2199951,None,ERR2512698,None,ERR2513317,None,ERR2199848,None,ERR2515279
2683,None,ERR2199952,None,ERR2512892,None,ERR2513109,None,ERR2199849,None,ERR2515844
2684,None,ERR2199955,None,ERR2514446,None,ERR2513117,None,ERR2199850,None,ERR2515825
2685,None,ERR2199956,None,ERR2513231,None,ERR2514628,None,ERR2199851,None,ERR2515500
2686,None,ERR2199957,None,ERR2514832,None,ERR2513255,None,ERR2199852,None,ERR2515700
2687,None,ERR2199958,None,ERR2514218,None,ERR2514270,None,ERR2199857,None,ERR2516036
2688,None,ERR2199961,None,ERR2513317,None,ERR2513361,None,ERR2199858,None,ERR2515526
